Data_Ora_Incidente,Provincia,Giorno_Settimana,Tipo_Strada,Numero_Feriti,Numero_Morti,Velocita_Media_Stimata
2023-05-26 02:58:21,Genova,Venerdì,Highway,7,5,73
2024-11-29 00:59:57,Firenze,Venerdì,Highway,9,7,100
2024-08-31 17:00:19,Torino,Sabato,Highway,9,7,81
2023-05-12 02:45:35,Bari,Venerdì,Highway,2,7,31
2023-09-18 13:46:13,Roma,Lunedì,State,6,1,66
2024-08-09 04:02:22,Bari,Venerdì,Highway,8,3,80
2023-09-10 16:20:40,Napoli,Domenica,Urban,2,1,58
2023-04-07 20:32:25,Milano,Venerdì,Highway,10,7,77
2024-03-09 19:17:55,Torino,Sabato,State,0,2,69
2025-03-19 07:04:53,Milano,Mercoledì,Highway,5,2,52
2022-09-17 18:35:58,Firenze,Sabato,State,2,6,108
2023-04-21 10:44:28,Bologna,Venerdì,State,7,5,75
2024-03-27 05:01:16,Bari,Mercoledì,Highway,4,0,112
2023-11-16 16:08:28,Firenze,Giovedì,Highway,10,4,107
2024-09-19 09:09:22,Firenze,Giovedì,State,8,7,118
2025-02-16 14:55:49,Genova,Domenica,Highway,4,0,120
2024-03-24 08:07:19,Firenze,Domenica,State,10,7,41
2022-12-20 10:15:46,Torino,Martedì,Highway,4,5,52
2024-05-03 16:21:20,Firenze,Venerdì,Urban,5,4,34
2023-08-26 22:07:02,Bari,Sabato,State,0,3,110
2022-09-16 08:40:40,Firenze,Venerdì,State,9,1,36
2022-07-06 12:16:26,Roma,Mercoledì,Highway,9,3,53
2024-01-18 03:39:00,Torino,Giovedì,Highway,7,0,42
2024-08-27 04:23:40,Torino,Martedì,Urban,2,4,30
2024-01-28 10:52:14,Genova,Domenica,Urban,6,1,93
2024-10-09 03:51:53,Roma,Mercoledì,Urban,3,2,73
2024-02-03 08:01:37,Bologna,Sabato,Highway,6,5,77
2022-07-19 14:20:16,Firenze,Martedì,Urban,4,5,64
2023-06-16 15:14:11,Roma,Venerdì,Urban,2,6,42
2022-09-30 21:16:57,Milano,Venerdì,Highway,5,7,41
2023-11-21 15:33:28,Bologna,Martedì,Urban,2,0,105
2024-02-23 11:46:54,Genova,Venerdì,Urban,3,1,64
2023-08-03 15:16:10,Genova,Giovedì,Highway,0,6,75
2024-09-06 11:07:25,Roma,Venerdì,Highway,7,4,90
2024-09-01 14:36:43,Milano,Domenica,Highway,2,7,91
2024-08-28 10:35:49,Milano,Mercoledì,State,1,0,94
2025-04-08 14:50:19,Roma,Martedì,State,3,2,99
2022-12-14 06:05:26,Firenze,Mercoledì,State,6,4,94
2023-03-27 03:12:09,Genova,Lunedì,Highway,4,1,46
2023-04-20 03:48:51,Bari,Giovedì,Highway,7,5,82
2023-06-16 21:49:05,Firenze,Venerdì,Urban,1,6,42
2024-07-17 18:16:07,Torino,Mercoledì,Highway,10,7,53
2024-07-10 18:22:44,Torino,Mercoledì,Urban,2,1,56
2025-01-26 21:10:39,Bologna,Domenica,State,9,6,74
2025-06-02 22:52:40,Bologna,Lunedì,State,2,2,97
2022-11-17 04:48:17,Bologna,Giovedì,Highway,3,5,38
2023-04-11 11:12:35,Bari,Martedì,Highway,0,5,38
2025-02-10 07:30:19,Napoli,Lunedì,Urban,2,3,115
2024-03-06 19:14:49,Torino,Mercoledì,Urban,0,1,115
2024-04-23 06:14:12,Bari,Martedì,Highway,6,0,31
2022-07-05 07:53:32,Bologna,Martedì,State,3,7,60
2024-07-02 04:52:54,Bologna,Martedì,Urban,6,7,84
2023-01-18 00:18:04,Bari,Mercoledì,Highway,3,4,43
2024-12-18 23:25:36,Torino,Mercoledì,Highway,4,3,111
2024-05-26 15:37:12,Torino,Domenica,State,0,3,46
2024-09-16 09:21:09,Bologna,Lunedì,Highway,8,5,57
2022-11-09 06:52:15,Torino,Mercoledì,Urban,1,1,88
2025-03-08 14:57:12,Bologna,Sabato,State,6,6,87
2022-12-24 11:49:49,Genova,Sabato,Urban,3,2,59
2022-07-13 20:54:35,Torino,Mercoledì,State,8,7,88
2024-01-22 13:03:47,Milano,Lunedì,Highway,2,2,119
2025-05-18 16:28:33,Bologna,Domenica,State,1,7,36
2023-11-13 16:08:22,Milano,Lunedì,Highway,3,6,47
2023-07-20 00:44:14,Napoli,Giovedì,Urban,2,4,79
2023-11-11 14:25:31,Genova,Sabato,State,9,0,42
2024-01-15 16:01:08,Firenze,Lunedì,Highway,9,5,114
2024-01-26 14:52:10,Roma,Venerdì,Urban,6,6,60
2023-08-30 09:58:27,Roma,Mercoledì,Urban,1,0,33
2023-07-06 13:15:53,Napoli,Giovedì,Urban,3,1,65
2024-05-30 14:48:43,Bari,Giovedì,Highway,5,4,112
2023-06-06 15:53:26,Firenze,Martedì,Highway,2,5,81
2024-05-11 21:04:14,Torino,Sabato,State,8,6,100
2023-06-19 05:49:45,Torino,Lunedì,Urban,3,1,31
2025-02-22 14:28:39,Milano,Sabato,Urban,7,6,30
2024-01-03 03:38:23,Napoli,Mercoledì,Urban,9,0,111
2024-01-26 02:33:16,Bologna,Venerdì,Urban,10,7,57
2025-05-31 14:56:08,Firenze,Sabato,Highway,2,4,115
2022-10-04 12:21:02,Bari,Martedì,State,4,6,60
2024-06-09 10:57:13,Bologna,Domenica,Highway,5,1,92
2023-06-28 06:42:17,Milano,Mercoledì,Highway,4,0,111
2022-11-22 22:11:56,Napoli,Martedì,Highway,9,0,106
2024-07-20 20:02:25,Roma,Sabato,State,2,3,32
2023-03-17 22:59:37,Firenze,Venerdì,State,10,2,94
2024-02-19 21:12:55,Bari,Lunedì,Urban,2,4,102
2023-11-19 06:50:15,Milano,Domenica,State,1,7,118
2022-12-03 08:56:33,Milano,Sabato,State,10,7,40
2023-06-10 22:30:17,Milano,Sabato,State,9,2,108
2023-07-31 10:38:13,Genova,Lunedì,State,2,7,105
2023-11-23 20:03:26,Torino,Giovedì,State,7,2,58
2022-11-14 07:49:22,Genova,Lunedì,Highway,4,4,116
2024-03-21 11:45:02,Torino,Giovedì,Urban,7,6,77
2022-10-25 19:39:57,Milano,Martedì,State,0,2,81
2024-05-04 04:20:56,Firenze,Sabato,Highway,2,2,66
2024-06-20 12:49:56,Torino,Giovedì,Highway,10,6,35
2022-12-18 03:26:39,Bologna,Domenica,Highway,8,0,81
2024-07-06 20:35:55,Milano,Sabato,Highway,9,3,96
2023-01-29 18:55:58,Milano,Domenica,State,3,1,96
2023-12-16 05:20:15,Genova,Sabato,Urban,6,5,71
2024-03-04 11:21:46,Napoli,Lunedì,Urban,8,7,82
2023-07-20 13:19:13,Milano,Giovedì,Urban,7,0,90
2024-05-05 23:12:16,Genova,Domenica,State,7,0,60
2022-07-02 02:10:31,Torino,Sabato,State,3,5,33
2022-10-30 05:22:25,Napoli,Domenica,Highway,4,1,32
2023-07-17 02:38:24,Roma,Lunedì,Urban,0,5,90
2024-11-13 07:54:58,Firenze,Mercoledì,State,1,1,44
2022-09-21 06:34:39,Genova,Mercoledì,Urban,10,4,95
2022-08-27 03:09:45,Bologna,Sabato,Highway,3,4,102
2025-06-12 22:42:10,Firenze,Giovedì,Highway,5,7,115
2023-04-01 02:04:12,Torino,Sabato,Highway,5,0,59
2024-04-09 14:32:49,Torino,Martedì,State,3,2,72
2024-04-14 16:29:49,Firenze,Domenica,Highway,0,5,110
2024-06-06 06:23:17,Milano,Giovedì,State,9,3,111
2023-11-09 21:01:13,Milano,Giovedì,Urban,6,6,92
2024-10-23 04:22:09,Bologna,Mercoledì,Urban,0,2,45
2024-08-20 19:32:02,Bologna,Martedì,Urban,8,0,103
2025-03-11 18:33:02,Napoli,Martedì,Highway,9,5,119
2024-03-01 10:13:27,Milano,Venerdì,State,10,5,54
2024-07-25 04:53:47,Firenze,Giovedì,Urban,9,0,33
2024-04-04 02:23:46,Napoli,Giovedì,Urban,2,0,65
2025-06-12 21:25:26,Napoli,Giovedì,Urban,9,3,37
2023-04-24 15:01:25,Bari,Lunedì,Urban,2,3,47
2022-07-31 18:38:34,Bari,Domenica,Urban,8,3,74
2023-04-05 16:37:51,Napoli,Mercoledì,Highway,2,1,96
2022-07-11 05:15:11,Genova,Lunedì,Urban,5,3,76
2023-06-17 11:54:08,Milano,Sabato,Urban,3,6,101
2024-12-13 17:16:38,Bari,Venerdì,Highway,4,7,36
2023-10-26 07:52:34,Milano,Giovedì,Highway,1,5,30
2023-11-26 04:31:42,Bologna,Domenica,Highway,6,2,80
2023-03-12 01:23:50,Bologna,Domenica,Highway,7,4,31
2023-01-25 01:37:28,Napoli,Mercoledì,State,9,3,84
2023-05-25 14:52:48,Firenze,Giovedì,Urban,7,6,111
2024-05-06 22:33:17,Bologna,Lunedì,State,4,1,91
2025-06-15 10:04:28,Bologna,Domenica,Highway,5,4,84
2024-07-03 19:55:01,Torino,Mercoledì,State,2,3,110
2025-04-30 21:34:10,Bologna,Mercoledì,Highway,10,4,40
2023-03-28 06:13:34,Napoli,Martedì,Highway,9,2,62
2025-04-10 14:19:37,Bari,Giovedì,Urban,9,4,48
2024-04-25 21:15:42,Firenze,Giovedì,Highway,7,1,92
2025-02-14 13:11:35,Torino,Venerdì,State,9,5,67
2024-07-04 00:39:07,Firenze,Giovedì,State,10,1,49
2025-05-02 20:28:49,Torino,Venerdì,State,10,5,100
2023-07-07 16:38:58,Torino,Venerdì,State,9,0,74
2024-06-02 21:32:17,Bologna,Domenica,Urban,0,6,90
2023-03-27 02:17:25,Bari,Lunedì,Urban,9,0,38
2025-01-10 02:22:59,Firenze,Venerdì,State,6,5,114
2025-04-18 09:22:04,Torino,Venerdì,Highway,7,0,35
2022-12-09 13:08:32,Firenze,Venerdì,Urban,6,7,58
2023-08-18 19:11:32,Genova,Venerdì,Urban,3,2,54
2025-03-27 01:36:29,Torino,Giovedì,State,10,5,66
2025-04-17 20:22:13,Milano,Giovedì,Highway,1,3,53
2023-09-30 14:07:58,Bologna,Sabato,Highway,5,3,35
2024-05-05 20:36:25,Milano,Domenica,Urban,8,6,30
2022-08-08 22:56:03,Milano,Lunedì,Highway,7,1,88
2024-07-11 19:36:34,Milano,Giovedì,State,7,2,69
2025-05-27 08:50:35,Genova,Martedì,Highway,6,4,99
2025-03-20 01:46:55,Torino,Giovedì,State,4,3,71
2024-11-06 00:51:23,Torino,Mercoledì,Urban,8,7,117
2025-01-23 03:54:30,Milano,Giovedì,Highway,0,1,106
2023-10-22 20:30:55,Genova,Domenica,Urban,0,3,58
2023-02-11 18:02:02,Firenze,Sabato,Highway,1,0,58
2022-10-16 05:45:18,Bari,Domenica,State,10,7,58
2024-10-21 18:08:51,Milano,Lunedì,State,2,2,118
2022-07-17 18:14:21,Genova,Domenica,State,2,2,58
2023-03-17 21:37:05,Bari,Venerdì,Urban,8,3,87
2024-08-24 09:19:27,Bologna,Sabato,Highway,4,7,34
2024-04-30 16:35:09,Firenze,Martedì,State,9,1,34
2024-12-15 06:37:26,Bologna,Domenica,Urban,10,0,49
2025-04-20 03:28:04,Firenze,Domenica,Highway,5,6,109
2024-02-29 12:58:59,Roma,Giovedì,Highway,4,4,110
2025-03-03 05:47:07,Genova,Lunedì,Highway,7,4,111
2024-12-25 10:30:15,Torino,Mercoledì,Urban,7,5,99
2025-06-01 20:25:52,Napoli,Domenica,Urban,5,2,107
2025-06-13 03:56:44,Bologna,Venerdì,Urban,7,4,117
2025-01-01 07:07:27,Bari,Mercoledì,Urban,3,4,31
2024-12-02 15:10:14,Torino,Lunedì,State,8,2,72
2023-07-03 17:19:17,Firenze,Lunedì,Highway,6,3,77
2023-10-16 16:47:27,Bari,Lunedì,State,4,5,79
2022-10-05 19:39:36,Bari,Mercoledì,Highway,6,3,68
2025-05-16 18:24:31,Roma,Venerdì,Highway,10,0,116
2023-12-06 06:46:14,Roma,Mercoledì,State,0,0,78
2023-10-27 17:57:25,Napoli,Venerdì,State,8,1,50
2024-01-17 18:48:59,Napoli,Mercoledì,State,10,2,93
2023-06-07 01:20:59,Roma,Mercoledì,Urban,4,1,79
2023-01-26 04:39:31,Milano,Giovedì,Highway,9,6,109
2023-03-21 09:28:53,Firenze,Martedì,State,7,1,38
2023-07-19 16:29:30,Torino,Mercoledì,Highway,2,2,54
2024-08-18 23:33:06,Torino,Domenica,State,10,5,100
2023-08-26 06:20:39,Napoli,Sabato,Urban,8,6,81
2023-06-09 19:32:12,Milano,Venerdì,State,6,2,39
2022-12-01 15:01:46,Roma,Giovedì,Highway,8,7,80
2025-03-03 08:43:29,Bari,Lunedì,State,7,4,44
2025-03-12 16:15:41,Torino,Mercoledì,Highway,4,7,90
2024-06-20 06:21:10,Torino,Giovedì,Highway,7,3,102
2023-01-02 10:34:09,Torino,Lunedì,State,5,7,83
2025-01-13 02:02:47,Napoli,Lunedì,State,9,2,40
2024-09-15 23:19:59,Torino,Domenica,State,1,1,58
2025-01-12 16:37:14,Milano,Domenica,State,3,1,34
2025-03-20 01:26:51,Firenze,Giovedì,State,7,6,58
2023-04-21 17:35:30,Napoli,Venerdì,Urban,0,7,56
