Data_Ora_Incidente,Provincia,Giorno_Settimana,Tipo_Strada,Numero_Feriti,Numero_Morti,Velocita_Media_Stimata
2023-02-21 07:09:22,Bari,Martedì,State,8,8,102
2023-03-17 08:02:52,Roma,Venerdì,Urban,7,3,116
2023-10-01 15:24:08,Genova,Domenica,State,11,2,34
2025-06-14 19:53:22,Bologna,Sabato,Highway,26,8,117
2023-11-29 16:28:07,Milano,Mercoledì,State,20,10,114
2024-08-24 04:55:44,Genova,Sabato,Urban,4,8,85
2023-08-07 20:02:08,Torino,Lunedì,State,12,1,77
2025-05-01 13:05:26,Napoli,Giovedì,Urban,24,4,56
2022-10-25 02:05:34,Napoli,Martedì,State,27,9,134
2022-12-09 10:13:11,Napoli,Venerdì,Highway,14,10,119
2022-11-27 03:31:52,Bologna,Domenica,Urban,11,15,130
2022-12-12 21:55:48,Bologna,Lunedì,Urban,25,3,113
2024-04-24 20:52:33,Torino,Mercoledì,Urban,0,8,62
2022-08-07 05:54:47,Bologna,Domenica,Urban,21,9,76
2024-12-14 05:34:49,Napoli,Sabato,Highway,4,11,134
2025-03-14 09:16:57,Roma,Venerdì,Highway,11,7,121
2022-06-28 18:22:49,Napoli,Martedì,State,1,2,128
2023-06-04 11:58:58,Roma,Domenica,Highway,28,13,86
2022-08-09 10:01:11,Milano,Martedì,Highway,23,6,97
2022-08-31 13:09:28,Bologna,Mercoledì,Urban,18,11,118
2024-01-31 01:04:38,Genova,Mercoledì,Urban,26,0,98
2022-11-10 23:24:29,Bologna,Giovedì,Highway,15,11,112
2023-08-25 02:53:31,Napoli,Venerdì,Highway,23,8,129
2022-07-14 09:40:55,Napoli,Giovedì,Highway,17,7,41
2023-05-12 04:55:17,Bari,Venerdì,Highway,5,11,56
2024-03-11 21:55:06,Napoli,Lunedì,Highway,22,11,135
2023-06-13 03:58:01,Torino,Martedì,Highway,6,1,75
2023-04-22 12:17:31,Torino,Sabato,State,21,15,50
2023-09-23 17:11:17,Bari,Sabato,State,7,0,107
2025-02-16 00:32:11,Bari,Domenica,State,17,11,38
2025-05-06 09:08:39,Bologna,Martedì,Urban,13,0,40
2025-01-29 13:32:09,Genova,Mercoledì,Urban,28,12,133
2024-05-10 01:14:42,Genova,Venerdì,Urban,10,3,37
2023-07-23 19:53:08,Bologna,Domenica,Urban,11,7,92
2023-10-24 03:51:27,Milano,Martedì,State,12,2,114
2022-11-20 14:28:33,Roma,Domenica,Urban,23,12,73
2025-04-06 21:46:36,Roma,Domenica,Highway,28,8,139
2024-05-08 10:08:27,Torino,Mercoledì,Urban,7,2,111
2024-04-16 16:33:47,Genova,Martedì,State,18,5,101
2022-11-16 10:05:14,Genova,Mercoledì,Urban,1,7,98
2023-08-13 20:19:47,Bari,Domenica,State,18,11,47
2024-01-04 21:57:12,Bologna,Giovedì,Urban,3,3,52
2023-09-21 08:54:03,Bologna,Giovedì,Urban,14,11,68
2024-06-09 06:21:22,Roma,Domenica,Highway,23,0,43
2024-10-14 14:15:52,Genova,Lunedì,Urban,1,15,122
2025-06-09 05:37:39,Roma,Lunedì,Highway,20,0,133
2024-04-03 22:39:31,Bari,Mercoledì,State,19,8,119
2023-02-02 19:23:43,Genova,Giovedì,Urban,14,5,67
2025-04-02 04:46:20,Roma,Mercoledì,Urban,7,9,135
2025-03-04 07:33:36,Milano,Martedì,Urban,23,13,112
2023-06-03 08:25:19,Napoli,Sabato,State,1,10,136
2024-06-05 18:49:51,Genova,Mercoledì,Urban,8,5,53
2022-09-24 22:41:01,Bologna,Sabato,State,18,3,96
2024-10-12 12:30:50,Bari,Sabato,Urban,6,2,130
2025-05-22 12:56:39,Napoli,Giovedì,State,2,10,72
2022-09-10 21:28:45,Torino,Sabato,Urban,0,9,89
2023-06-06 16:12:59,Bari,Martedì,Urban,11,10,91
2023-07-04 13:08:21,Bologna,Martedì,Urban,10,4,82
2022-10-11 20:29:20,Milano,Martedì,Highway,9,0,47
2024-11-18 19:59:43,Torino,Lunedì,Urban,12,5,95
2022-11-07 05:42:59,Napoli,Lunedì,Highway,11,5,110
2022-07-13 00:31:16,Roma,Mercoledì,Highway,3,7,51
2024-06-29 06:57:57,Torino,Sabato,State,27,14,111
2024-05-30 06:40:06,Torino,Giovedì,Urban,5,14,66
2024-12-28 08:08:06,Bari,Sabato,State,13,15,146
2023-10-25 12:10:14,Milano,Mercoledì,Highway,6,5,34
2023-02-21 18:45:21,Roma,Martedì,Highway,30,6,144
2024-09-26 15:01:48,Napoli,Giovedì,Urban,23,15,98
2023-12-19 08:07:31,Bari,Martedì,Urban,5,15,111
2025-03-18 18:49:53,Bari,Martedì,Highway,29,2,59
2023-10-30 22:00:30,Roma,Lunedì,Urban,1,13,141
2022-12-18 19:46:55,Genova,Domenica,Urban,5,8,54
2022-12-01 21:57:39,Genova,Giovedì,State,21,2,120
2023-12-30 14:58:52,Bologna,Sabato,Highway,12,10,131
2023-05-21 05:23:25,Milano,Domenica,State,16,0,33
2022-12-10 17:06:26,Milano,Sabato,Urban,24,13,66
2023-05-07 18:49:58,Bologna,Domenica,State,12,14,101
2022-12-01 04:22:43,Firenze,Giovedì,Highway,1,13,145
2023-07-06 12:26:13,Genova,Giovedì,State,13,12,111
2023-08-23 14:15:00,Firenze,Mercoledì,Highway,0,12,67
2024-02-11 08:23:54,Torino,Domenica,Urban,2,12,123
2022-12-30 10:02:33,Firenze,Venerdì,Urban,11,8,148
2023-09-14 00:06:05,Genova,Giovedì,State,12,15,62
2024-09-24 14:17:02,Bari,Martedì,Urban,14,8,69
2024-11-10 06:26:39,Bari,Domenica,Urban,24,8,69
2024-03-13 11:44:45,Firenze,Mercoledì,Highway,15,14,45
2023-05-27 01:16:33,Roma,Sabato,Highway,19,13,127
2024-01-20 23:44:51,Napoli,Sabato,State,22,6,121
2022-12-16 23:09:16,Bologna,Venerdì,Urban,7,14,55
2023-01-17 17:24:34,Bologna,Martedì,Highway,13,7,85
2024-09-02 08:54:57,Milano,Lunedì,State,24,3,54
2023-08-25 20:54:03,Torino,Venerdì,Highway,17,2,48
2025-06-25 00:52:22,Napoli,Mercoledì,Urban,15,1,72
2024-09-04 06:13:03,Bologna,Mercoledì,Urban,9,10,49
2023-10-17 10:59:43,Bologna,Martedì,State,24,1,139
2023-08-15 16:02:20,Torino,Martedì,Urban,30,0,49
2025-05-01 12:28:08,Firenze,Giovedì,Highway,7,7,136
2025-03-31 21:52:22,Genova,Lunedì,State,24,10,34
2024-06-19 03:40:45,Genova,Mercoledì,Highway,27,0,147
2024-06-23 02:45:45,Bari,Domenica,Highway,18,10,141
2025-06-11 05:49:09,Firenze,Mercoledì,State,8,2,84
2022-06-29 08:34:28,Firenze,Mercoledì,Highway,0,9,69
2023-08-02 04:20:25,Napoli,Mercoledì,Urban,27,14,31
2024-04-13 15:53:44,Bologna,Sabato,Urban,12,12,96
2023-11-26 03:54:36,Bari,Domenica,State,1,10,143
2023-09-17 07:31:41,Firenze,Domenica,Urban,16,15,67
2023-05-04 14:14:59,Bologna,Giovedì,Highway,22,0,33
2023-11-29 14:31:55,Roma,Mercoledì,State,9,11,52
2024-11-14 16:49:42,Firenze,Giovedì,Urban,9,5,143
2022-09-04 22:54:54,Torino,Domenica,Urban,23,3,40
2025-01-17 15:35:44,Roma,Venerdì,Urban,22,14,47
2024-02-28 09:28:36,Napoli,Mercoledì,State,14,7,119
2023-05-11 17:39:37,Firenze,Giovedì,State,1,12,104
2022-07-28 17:25:10,Genova,Giovedì,State,12,8,64
2022-10-31 13:02:48,Firenze,Lunedì,Urban,22,14,87
2023-08-26 22:13:09,Napoli,Sabato,State,4,8,110
2025-04-26 21:53:24,Milano,Sabato,Urban,14,3,69
2024-11-20 19:11:37,Bologna,Mercoledì,Urban,14,6,148
2024-02-10 19:01:53,Napoli,Sabato,State,13,11,117
2022-08-12 01:39:53,Bologna,Venerdì,Highway,20,13,99
2023-04-11 00:20:06,Napoli,Martedì,Urban,10,2,94
2023-02-22 18:39:56,Bari,Mercoledì,Highway,1,1,135
2022-12-02 23:37:40,Torino,Venerdì,State,10,8,75
2023-10-27 04:44:00,Napoli,Venerdì,Urban,19,1,36
2025-01-30 04:41:59,Roma,Giovedì,Urban,16,0,76
2023-01-13 02:41:38,Milano,Venerdì,Highway,14,7,69
2025-05-04 16:43:47,Genova,Domenica,State,30,15,97
2025-02-24 03:34:51,Milano,Lunedì,Urban,8,6,126
2024-02-13 16:33:03,Roma,Martedì,Highway,30,8,81
2024-12-26 11:35:10,Genova,Giovedì,Highway,5,14,94
2024-12-06 19:29:05,Bari,Venerdì,Urban,26,4,83
2022-07-02 07:10:50,Genova,Sabato,Urban,26,13,30
2025-03-20 00:21:09,Torino,Giovedì,Urban,25,10,77
2022-09-19 15:57:18,Bari,Lunedì,State,14,15,95
2024-05-17 22:22:30,Milano,Venerdì,Urban,28,13,104
2022-10-02 19:24:07,Milano,Domenica,State,5,6,88
2024-10-25 20:13:21,Torino,Venerdì,Highway,8,14,87
2025-03-30 11:54:33,Firenze,Domenica,Urban,28,14,88
2025-04-29 19:58:42,Firenze,Martedì,Highway,10,15,50
2022-12-08 01:12:16,Bari,Giovedì,Highway,10,1,118
2023-03-03 17:45:09,Napoli,Venerdì,State,28,11,38
2022-08-27 23:16:46,Bologna,Sabato,Urban,5,8,51
2025-05-07 15:35:57,Bologna,Mercoledì,State,5,6,82
2024-11-07 09:29:00,Torino,Giovedì,Urban,1,7,104
2024-05-25 17:02:18,Genova,Sabato,Highway,24,10,44
2024-12-13 16:53:14,Genova,Venerdì,State,7,4,62
2025-05-24 17:09:18,Milano,Sabato,State,11,6,113
2024-04-18 06:11:28,Napoli,Giovedì,Urban,18,15,147
2023-02-26 20:30:11,Bologna,Domenica,Highway,2,14,79
2023-09-13 17:00:38,Milano,Mercoledì,Urban,24,12,131
2023-09-18 16:12:08,Bari,Lunedì,Highway,7,11,121
2025-03-19 12:03:41,Napoli,Mercoledì,Urban,5,9,98
2023-07-19 05:47:38,Milano,Mercoledì,State,2,11,137
2025-03-02 22:42:16,Firenze,Domenica,Highway,21,4,72
2023-04-04 03:19:07,Torino,Martedì,State,8,14,127
2023-11-21 16:00:16,Milano,Martedì,Highway,24,2,126
2024-01-02 05:19:05,Bari,Martedì,Highway,26,0,83
2023-08-28 11:23:50,Milano,Lunedì,State,20,2,105
2024-12-10 16:26:13,Firenze,Martedì,State,13,6,46
2023-02-28 17:38:33,Torino,Martedì,Highway,7,5,101
2024-02-09 15:28:29,Genova,Venerdì,Highway,28,13,41
2023-02-15 11:42:14,Milano,Mercoledì,State,26,12,129
2022-07-21 18:36:33,Milano,Giovedì,State,24,10,47
2024-05-27 02:24:20,Milano,Lunedì,Urban,16,15,126
2022-07-15 07:02:31,Milano,Venerdì,Highway,29,7,54
2025-03-27 01:30:40,Bari,Giovedì,Urban,15,15,42
2023-04-30 00:16:32,Genova,Domenica,Urban,1,2,56
2022-06-30 00:01:30,Milano,Giovedì,Urban,3,0,138
2024-10-10 00:16:44,Roma,Giovedì,Highway,12,10,74
2023-05-02 06:11:46,Milano,Martedì,Urban,10,4,108
2023-10-07 13:31:21,Firenze,Sabato,Highway,15,13,127
2024-12-18 04:59:06,Torino,Mercoledì,State,22,13,140
2023-01-26 02:52:00,Bari,Giovedì,Highway,26,8,132
2022-11-19 19:53:02,Torino,Sabato,State,27,2,123
2024-04-03 12:56:30,Torino,Mercoledì,State,27,6,110
2023-02-28 22:10:38,Torino,Martedì,Urban,17,0,122
2024-10-15 00:17:45,Bari,Martedì,Urban,9,6,71
2023-09-30 08:21:35,Bologna,Sabato,State,23,2,80
2024-09-16 04:10:14,Bari,Lunedì,Highway,19,3,32
2022-08-23 07:20:17,Bologna,Martedì,Urban,12,3,80
2022-09-07 23:57:32,Torino,Mercoledì,Urban,28,14,104
2023-12-24 14:47:45,Genova,Domenica,Highway,24,11,80
2023-11-08 16:51:32,Firenze,Mercoledì,Highway,0,12,31
2022-10-27 10:27:09,Bologna,Giovedì,Highway,28,5,41
2025-03-17 16:55:42,Torino,Lunedì,Highway,17,5,103
2023-09-19 01:24:53,Genova,Martedì,Highway,12,6,132
2023-09-16 01:33:54,Torino,Sabato,Urban,5,15,117
2024-12-09 20:41:27,Napoli,Lunedì,State,8,1,73
2024-12-24 20:37:16,Bologna,Martedì,Urban,29,14,65
2022-10-03 12:41:59,Napoli,Lunedì,Highway,2,9,97
2023-02-19 22:11:05,Milano,Domenica,Urban,25,2,124
2023-09-24 02:26:45,Genova,Domenica,State,23,11,123
2023-07-19 04:13:39,Milano,Mercoledì,Urban,20,10,116
2023-04-21 14:32:59,Bologna,Venerdì,Urban,28,7,145
2024-11-05 12:31:04,Napoli,Martedì,State,2,0,101
2025-06-03 20:36:42,Napoli,Martedì,Highway,23,5,121
2023-08-13 17:01:51,Bari,Domenica,Urban,22,3,41
2024-01-07 16:16:46,Roma,Domenica,State,22,9,61
2023-01-08 14:04:29,Bari,Domenica,State,13,13,48
2024-01-03 03:43:32,Napoli,Mercoledì,Urban,17,10,118
2023-11-29 04:49:00,Firenze,Mercoledì,Urban,25,0,102
2024-04-17 20:26:28,Genova,Mercoledì,Highway,4,7,78
2024-05-04 16:38:41,Firenze,Sabato,State,12,14,47
2022-11-02 15:43:52,Bologna,Mercoledì,State,12,15,138
2022-10-03 23:31:46,Genova,Lunedì,Highway,25,9,102
2024-10-30 15:10:55,Firenze,Mercoledì,Urban,11,0,102
2023-03-16 14:56:20,Genova,Giovedì,State,21,8,50
2022-11-09 16:59:55,Torino,Mercoledì,State,18,13,131
2023-06-08 07:25:06,Genova,Giovedì,Highway,4,11,136
2025-02-25 14:20:42,Torino,Martedì,Highway,3,8,145
2022-12-10 21:41:47,Milano,Sabato,Urban,19,5,96
2022-08-15 21:48:13,Napoli,Lunedì,Highway,8,1,107
2022-12-17 17:46:16,Bologna,Sabato,State,8,2,32
2022-12-05 04:48:28,Milano,Lunedì,State,29,5,144
2024-10-19 09:08:56,Milano,Sabato,Highway,14,6,60
2022-07-10 08:33:41,Firenze,Domenica,Highway,8,2,129
2024-01-13 17:25:43,Roma,Sabato,Highway,11,0,39
2024-03-26 16:37:44,Napoli,Martedì,State,6,0,118
2023-07-01 15:33:11,Napoli,Sabato,Highway,0,9,85
2024-01-20 00:20:44,Bari,Sabato,Urban,16,10,93
2024-11-07 19:30:39,Firenze,Giovedì,Highway,12,1,105
2024-03-25 02:08:16,Napoli,Lunedì,Urban,14,4,128
2025-06-07 08:57:29,Genova,Sabato,Urban,9,10,103
2022-09-30 04:52:08,Bologna,Venerdì,Highway,17,11,63
2024-01-05 17:44:00,Bologna,Venerdì,Highway,7,15,122
2023-10-12 03:24:23,Torino,Giovedì,Highway,14,7,66
2024-11-17 23:54:26,Torino,Domenica,Urban,8,13,102
2024-08-22 04:36:53,Genova,Giovedì,State,25,15,146
2022-07-27 04:35:56,Roma,Mercoledì,Urban,10,11,120
2023-06-08 06:40:03,Bologna,Giovedì,Highway,3,7,51
2024-02-05 14:39:38,Bari,Lunedì,State,8,7,99
2024-08-04 18:21:13,Genova,Domenica,Highway,5,1,52
2025-02-08 04:00:10,Torino,Sabato,State,14,0,97
2024-12-16 13:02:56,Torino,Lunedì,State,20,9,61
2024-01-03 09:01:36,Napoli,Mercoledì,Urban,18,14,146
2023-05-15 03:00:32,Roma,Lunedì,State,24,14,139
2024-10-18 03:07:48,Bari,Venerdì,Highway,2,1,108
2023-07-07 20:25:08,Torino,Venerdì,Highway,16,9,122
2024-06-26 04:16:46,Milano,Mercoledì,Highway,29,3,68
2022-11-06 12:07:41,Firenze,Domenica,Highway,22,13,72
2022-12-11 20:11:59,Roma,Domenica,State,4,6,96
2022-12-15 04:01:41,Bologna,Giovedì,State,24,6,105
2025-02-03 02:28:04,Torino,Lunedì,Highway,5,10,95
2022-09-05 08:07:28,Torino,Lunedì,Highway,17,11,68
2025-01-08 18:31:53,Torino,Mercoledì,Urban,13,10,136
2023-01-30 03:56:01,Milano,Lunedì,State,2,11,138
2022-08-04 01:37:50,Roma,Giovedì,Urban,19,13,147
2025-04-16 12:28:25,Genova,Mercoledì,Urban,6,8,63
2022-12-08 20:15:31,Milano,Giovedì,Urban,9,1,61
2025-03-09 14:55:37,Torino,Domenica,State,27,7,51
2025-01-27 02:56:10,Bologna,Lunedì,Highway,10,15,147
2024-08-03 14:57:48,Torino,Sabato,State,26,15,104
2023-12-04 22:25:16,Firenze,Lunedì,Highway,6,6,74
2022-09-29 06:54:35,Bari,Giovedì,Urban,3,2,31
2023-08-24 03:20:43,Genova,Giovedì,Highway,27,14,144
2022-12-09 19:42:43,Roma,Venerdì,Highway,26,11,46
2022-11-06 07:56:32,Milano,Domenica,Highway,16,11,66
2024-01-14 15:49:17,Roma,Domenica,Urban,26,6,113
2023-04-12 18:30:22,Genova,Mercoledì,Highway,5,15,39
2023-08-24 10:55:52,Napoli,Giovedì,Urban,7,15,145
2024-07-04 05:48:34,Torino,Giovedì,Highway,20,15,148
2023-07-13 03:02:02,Torino,Giovedì,State,26,4,112
2023-06-11 07:55:46,Bari,Domenica,Highway,7,10,38
2025-03-03 11:23:37,Bari,Lunedì,Urban,4,8,64
2024-04-08 12:58:07,Roma,Lunedì,Urban,11,4,102
2024-01-04 21:23:26,Genova,Giovedì,State,8,1,81
2024-10-25 14:36:48,Genova,Venerdì,State,1,3,116
2024-03-06 20:00:06,Firenze,Mercoledì,State,18,5,100
2022-10-10 06:19:34,Bologna,Lunedì,Highway,26,0,74
2023-08-08 02:49:25,Firenze,Martedì,Urban,22,14,144
2024-04-08 10:32:53,Torino,Lunedì,Highway,2,4,135
2025-06-12 19:50:35,Torino,Giovedì,State,27,14,130
2024-08-30 15:00:04,Torino,Venerdì,State,11,7,65
2023-11-06 13:58:35,Bologna,Lunedì,Urban,5,4,51
2024-07-16 21:25:01,Milano,Martedì,Highway,2,11,60
2023-12-19 19:27:35,Roma,Martedì,State,5,8,124
2024-08-22 11:49:16,Firenze,Giovedì,Highway,1,14,49
2022-10-03 19:08:22,Bologna,Lunedì,State,15,15,80
2024-12-30 19:15:52,Bari,Lunedì,Highway,10,10,59
2025-04-30 09:57:36,Torino,Mercoledì,Urban,9,14,137
2022-09-11 15:22:42,Genova,Domenica,Urban,4,10,135
2023-09-22 23:39:16,Roma,Venerdì,Urban,13,8,91
2023-08-03 08:42:27,Roma,Giovedì,Highway,8,3,60
2025-04-01 21:59:17,Napoli,Martedì,Urban,29,11,121
2024-09-14 16:53:07,Napoli,Sabato,Highway,14,3,67
2023-09-01 10:37:29,Bologna,Venerdì,Urban,4,12,130
2022-09-04 17:43:30,Genova,Domenica,State,20,4,85
2025-02-08 12:28:33,Roma,Sabato,Urban,14,1,97
2023-07-30 08:05:26,Milano,Domenica,Highway,7,5,139
2022-12-20 04:55:36,Napoli,Martedì,Highway,29,10,56
2023-11-30 19:43:47,Firenze,Giovedì,Urban,12,2,91
2025-03-30 12:44:15,Milano,Domenica,Highway,25,6,96
2023-01-30 14:06:33,Roma,Lunedì,Highway,5,8,46
2023-01-25 21:11:09,Bari,Mercoledì,State,25,3,130
2025-04-30 13:31:17,Milano,Mercoledì,Highway,22,6,119
2024-03-22 02:27:31,Torino,Venerdì,State,26,12,45
2025-06-11 22:46:44,Torino,Mercoledì,Urban,8,0,40
2023-10-18 02:46:05,Bari,Mercoledì,Urban,27,6,147
2023-01-21 17:07:35,Firenze,Sabato,Urban,8,6,89
2024-02-26 03:44:06,Torino,Lunedì,State,4,14,75
2022-07-05 14:55:07,Bologna,Martedì,Urban,4,10,95
2024-12-20 22:13:58,Napoli,Venerdì,State,19,9,90
2024-08-08 04:24:57,Milano,Giovedì,Highway,7,5,61
2024-01-06 06:21:01,Firenze,Sabato,Urban,20,0,94
2023-02-13 00:40:52,Bologna,Lunedì,Highway,13,11,141
2024-03-02 06:23:48,Genova,Sabato,Urban,17,7,63
2023-02-11 16:00:30,Bari,Sabato,Highway,29,8,133
2024-10-29 23:22:19,Roma,Martedì,State,22,8,69
2023-01-12 16:12:04,Bologna,Giovedì,State,29,0,66
2023-05-15 22:33:56,Genova,Lunedì,Highway,23,10,94
2023-12-22 09:38:52,Bologna,Venerdì,Urban,22,11,142
2024-08-24 23:50:26,Napoli,Sabato,Urban,11,9,104
2024-02-11 16:04:26,Torino,Domenica,Urban,6,1,57
2022-06-29 23:15:18,Roma,Mercoledì,Urban,15,12,46
2022-07-03 19:49:56,Roma,Domenica,Highway,17,11,30
2023-03-06 17:51:34,Roma,Lunedì,Urban,10,11,144
2022-06-30 00:48:29,Genova,Giovedì,Highway,17,7,59
2024-01-20 17:49:43,Napoli,Sabato,Highway,7,14,86
2023-10-12 14:42:08,Roma,Giovedì,Highway,28,2,37
2024-06-14 17:39:53,Torino,Venerdì,State,6,8,150
2023-01-15 05:33:21,Bari,Domenica,Urban,20,11,79
2025-04-24 22:42:05,Bari,Giovedì,Urban,27,13,127
2024-05-05 22:48:20,Torino,Domenica,Highway,28,13,105
2023-03-20 07:33:40,Bari,Lunedì,State,4,2,103
2022-07-14 01:17:26,Torino,Giovedì,Highway,13,8,49
2023-04-09 10:43:53,Firenze,Domenica,State,9,6,76
2022-07-27 21:11:45,Bari,Mercoledì,Highway,3,12,40
2023-03-01 08:39:31,Bari,Mercoledì,Urban,27,4,149
2024-07-14 17:32:44,Roma,Domenica,Highway,13,11,38
2023-01-22 06:05:21,Genova,Domenica,State,17,8,132
2022-07-28 21:23:25,Genova,Giovedì,Urban,17,3,150
2023-06-14 15:29:24,Genova,Mercoledì,Urban,0,4,73
2023-10-06 06:14:01,Bologna,Venerdì,Highway,14,4,47
2023-11-09 22:21:07,Napoli,Giovedì,Highway,5,13,131
2024-03-20 19:25:33,Bologna,Mercoledì,Highway,18,6,127
2025-05-05 15:24:51,Roma,Lunedì,State,2,5,69
2024-03-23 05:47:40,Roma,Sabato,State,28,14,79
2023-12-26 13:26:26,Napoli,Martedì,Urban,22,9,43
2024-09-08 08:03:11,Bologna,Domenica,Urban,15,0,116
2023-04-12 20:41:23,Genova,Mercoledì,Urban,30,7,126
2024-10-23 17:02:24,Firenze,Mercoledì,Urban,15,11,120
2023-11-18 16:57:31,Torino,Sabato,Urban,13,1,89
2025-06-23 01:19:10,Bari,Lunedì,Urban,2,15,68
2025-03-02 14:46:03,Firenze,Domenica,Highway,5,3,38
2022-09-24 20:44:52,Napoli,Sabato,State,10,12,42
2025-02-17 21:27:13,Firenze,Lunedì,State,26,2,57
2023-05-20 19:28:29,Torino,Sabato,Urban,5,14,123
2024-03-31 03:05:57,Milano,Domenica,Urban,10,15,130
2023-03-23 11:02:30,Napoli,Giovedì,State,1,12,48
2024-02-03 19:06:26,Milano,Sabato,State,2,0,128
2022-09-22 14:59:26,Bari,Giovedì,Urban,22,9,116
2022-07-17 00:05:44,Torino,Domenica,State,27,11,96
2024-07-09 10:04:50,Roma,Martedì,Urban,10,2,96
2025-01-05 07:48:27,Bologna,Domenica,Highway,27,1,105
2024-10-04 18:49:17,Genova,Venerdì,Urban,17,11,35
2025-01-05 03:59:01,Roma,Domenica,Urban,27,4,33
2024-04-16 16:47:58,Torino,Martedì,Urban,1,8,69
2023-02-22 18:20:56,Firenze,Mercoledì,Urban,12,8,98
2024-03-29 05:38:39,Torino,Venerdì,Highway,10,14,47
2023-02-16 00:03:51,Bologna,Giovedì,Highway,5,0,31
2022-08-18 22:53:07,Napoli,Giovedì,Highway,12,5,113
2025-03-09 03:05:16,Torino,Domenica,Highway,7,8,130
2022-09-06 00:47:09,Milano,Martedì,Urban,28,13,34
2024-11-11 08:45:57,Roma,Lunedì,Highway,26,3,95
2023-08-15 08:34:05,Torino,Martedì,Urban,25,10,67
2024-09-08 19:24:13,Milano,Domenica,Urban,1,4,115
2023-07-29 04:17:04,Bologna,Sabato,Urban,27,1,64
2024-08-07 15:27:48,Napoli,Mercoledì,Highway,9,14,62
2022-12-15 09:29:00,Roma,Giovedì,Urban,13,6,31
2024-07-26 13:16:51,Genova,Venerdì,Highway,30,15,114
2024-04-17 19:03:32,Genova,Mercoledì,Highway,26,8,71
2024-07-09 18:27:15,Genova,Martedì,State,21,4,79
2024-07-28 19:09:24,Genova,Domenica,Highway,10,15,132
